MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
0.3571428571428571,0.5,0.3302752293577982,0.3050373134328358,0.0,0.5,1.0,1.0,0.0,0.75,0.0,0.1818181818181818,0.4,0.0,0.0,0.4,0.6666666666666666,0.5,0.0413223140495867,0.0983606557377049,0.0,0.0,0.8,0.8,0.3333333333333333,0.3926380368098159,0.3333333333333333,1.0,0.5,0.5,1.0,1.0,0.3333333333333333,0.5676100628930818,1.0,0.0,0.0937098844672657,0.2486111111111111,0.0,0.0,1.0,1.0,0.1781914893617021,0.5576923076923077,0.0,0.6174418604651163,0.3333333333333333,0.0,0.6666666666666666,0.5,0.4285714285714285,0.3333333333333333,0.6666666666666666,0.5454545454545454,1.0,0.0,0.6000000000000001,0.0,0.05,0.6666666666666666,0.5,0.5,1.0,1.0,1.0,0.0,0.2437810945273631,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0909090909090909,0.5,1.0,0.5,0.0,0.0,0.0
0.0,0.5,0.4678899082568807,0.4645522388059701,0.0,0.5,1.0,1.0,0.0,0.5,0.0,0.7272727272727273,0.2,0.0,0.0,0.2,0.5555555555555556,0.875,0.256198347107438,0.5245901639344263,0.0,0.0,0.4,0.4,0.6666666666666666,0.0,1.0,1.0,0.25,0.5,1.0,0.25,0.0,0.7578616352201258,1.0,0.0,0.214377406931964,0.6125,0.0,0.0,1.0,1.0,0.5678191489361702,0.0,0.0,0.3011627906976744,0.0,0.5,0.6666666666666666,0.0,0.4285714285714285,0.3333333333333333,1.0,0.3636363636363636,1.0,0.3333333333333333,1.0,0.0,0.31,0.6666666666666666,0.5,0.3386363636363636,1.0,1.0,1.0,0.684981684981685,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3636363636363636,0.25,1.0,0.5,0.0,0.0,0.0
0.3571428571428571,0.5,0.3577981651376147,0.6548507462686567,0.0,0.5,0.0,1.0,0.0,0.75,0.0,0.1818181818181818,0.4,0.0,0.0,0.4,0.6666666666666666,0.5,0.0578512396694214,0.1147540983606557,0.0,0.0,0.8,0.8,0.3333333333333333,0.3190184049079754,0.3333333333333333,1.0,0.5,0.5,1.0,0.75,0.3333333333333333,0.3490566037735849,1.0,0.0,0.3568677792041078,0.2972222222222222,0.0,0.0,1.0,1.0,0.2367021276595744,0.5745192307692308,0.0,0.6627906976744186,0.3333333333333333,0.0,0.6666666666666666,0.5,0.4285714285714285,0.3333333333333333,0.6666666666666666,0.3636363636363636,1.0,0.3333333333333333,1.0,0.0,0.07,0.6666666666666666,0.5,0.5909090909090908,1.0,1.0,1.0,0.0,0.1492537313432835,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.7272727272727273,0.5,1.0,0.5,0.0,0.0,0.0
0.4285714285714285,0.5,0.2844036697247706,0.4561567164179104,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.2272727272727273,0.4,0.0,0.0,0.4,0.6666666666666666,0.5,0.7520661157024794,0.6065573770491803,0.0,0.0,0.9,1.0,0.6666666666666666,0.0,1.0,1.0,0.0,1.0,0.25,1.0,0.0,0.1037735849056603,1.0,0.0,0.4441591784338896,0.1625,0.0,0.5,1.0,1.0,0.2765957446808511,0.4326923076923077,0.0,0.6232558139534884,0.3333333333333333,0.0,0.3333333333333333,0.0,0.4285714285714285,0.3333333333333333,0.6666666666666666,0.4545454545454546,1.0,0.3333333333333333,0.4,0.6000000000000001,0.08,1.0,0.75,0.6454545454545454,1.0,1.0,1.0,0.0,0.1194029850746268,0.907563025210084,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0909090909090909,0.0,1.0,0.0,0.0,0.0,0.0
0.3571428571428571,0.5,0.5045871559633028,0.8628731343283582,0.0,0.5,0.0,1.0,0.0,0.5,0.0,0.5909090909090909,0.4,0.0,0.0,0.4,0.7777777777777777,0.5,0.0661157024793388,0.1475409836065573,0.0,0.0,0.8,0.8,0.3333333333333333,0.6779141104294478,0.3333333333333333,1.0,0.5,0.5,1.0,0.0,0.3333333333333333,0.5157232704402516,1.0,0.0,0.4082156611039794,0.513888888888889,0.0,0.0,1.0,1.0,0.4614361702127659,0.7692307692307693,0.0,0.8534883720930232,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5714285714285714,0.3333333333333333,0.6666666666666666,0.6363636363636364,1.0,0.3333333333333333,1.0,0.0,0.08,0.6666666666666666,0.75,0.8636363636363636,1.0,1.0,1.0,0.4322344322344322,0.3482587064676616,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.0
0.2857142857142857,0.5,0.5137614678899083,0.8535447761194029,0.0,0.5,0.0,1.0,0.0,0.75,0.0,0.4545454545454546,0.4,0.0,0.0,0.0,0.4444444444444444,0.5,0.1322314049586777,0.2459016393442623,0.0,0.0,0.8,0.8,0.6666666666666666,0.0,1.0,1.0,0.75,0.5,1.0,1.0,0.3333333333333333,0.5849056603773585,1.0,0.0,0.0218228498074454,0.1944444444444444,0.0,0.0,1.0,1.0,0.125,0.1923076923076923,0.0,0.3662790697674418,0.3333333333333333,0.0,0.3333333333333333,0.5,0.1428571428571428,0.3333333333333333,1.0,0.2727272727272727,1.0,0.0,0.6000000000000001,0.0,0.16,1.0,0.5,0.3772727272727272,1.0,1.0,1.0,0.0402930402930402,0.099502487562189,0.0,0.894736842105263,0.0,0.0,0.0,0.75,1.0,0.5,0.8181818181818182,0.75,1.0,0.5,0.0,0.0,0.0
0.0,0.5,0.4220183486238532,0.5149253731343284,0.0,0.5,1.0,1.0,0.0,0.75,0.0,0.9090909090909092,0.4,0.0,0.0,0.2,0.7777777777777777,0.5,0.024793388429752,0.0491803278688524,0.0,0.0,0.8,0.8,1.0,0.3773006134969325,0.3333333333333333,1.0,0.5,0.0,1.0,0.0,0.3333333333333333,0.9339622641509434,1.0,0.0,0.2490372272143773,0.8791666666666667,0.0,0.0,1.0,1.0,0.8563829787234042,0.0,0.0,0.6046511627906976,0.3333333333333333,0.0,0.6666666666666666,0.0,0.4285714285714285,0.3333333333333333,0.6666666666666666,0.4545454545454546,1.0,0.3333333333333333,0.4,0.0,0.03,0.6666666666666666,0.5,0.6386363636363636,1.0,1.0,1.0,0.5970695970695971,0.2238805970149253,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.6363636363636364,0.25,1.0,0.5,0.0,0.0,0.0
0.3571428571428571,0.5,0.3669724770642202,0.5531716417910447,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5454545454545454,0.6000000000000001,0.0,0.0,0.4,0.6666666666666666,0.625,0.2975206611570248,0.6065573770491803,0.0,0.0,0.3,0.3,1.0,0.4815950920245399,1.0,1.0,0.25,0.5,1.0,0.75,0.0,0.6855345911949686,0.1666666666666666,0.0139860139860139,0.1540436456996148,0.4805555555555555,0.0,0.0,1.0,1.0,0.4215425531914893,0.7163461538461539,0.0,0.8151162790697675,0.3333333333333333,0.0,0.6666666666666666,0.5,0.4285714285714285,0.3333333333333333,1.0,0.4545454545454546,1.0,0.6666666666666666,1.0,0.0,0.36,0.6666666666666666,0.5,0.3863636363636363,1.0,1.0,1.0,0.5457875457875457,0.7761194029850746,0.7899159663865546,0.0,0.0,0.0,0.0,0.5,1.0,0.1,0.9090909090909092,0.75,1.0,0.5,1.0,0.0,0.0
0.2857142857142857,0.75,0.2018348623853211,0.1287313432835821,0.0,0.5,1.0,1.0,0.0,0.75,0.0,0.6818181818181819,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.6363636363636364,0.9672131147540984,0.0,0.0,0.1,1.0,0.6666666666666666,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.7304236200256738,0.3291666666666666,0.0,0.5,1.0,0.3333333333333333,0.3390957446808511,0.4254807692307693,0.0,0.6569767441860465,0.0,0.0,0.6666666666666666,0.0,0.2857142857142857,0.6666666666666666,1.0,0.5454545454545454,0.0,0.6666666666666666,1.0,0.6000000000000001,0.76,1.0,0.5,0.3522727272727272,0.0,1.0,1.0,0.1465201465201465,0.0,0.6974789915966386,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2727272727272727,0.5,1.0,0.0,0.0,0.0,0.0
1.0,0.5,0.1926605504587156,0.2070895522388059,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0909090909090909,0.0,1.0,0.25,0.6000000000000001,0.4444444444444444,0.625,0.5702479338842975,0.9672131147540984,0.0,0.0,0.4,0.4,0.6666666666666666,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.6808176100628931,1.0,0.0,0.0860077021822849,0.3736111111111111,0.0,0.0,1.0,1.0,0.3922872340425531,0.0,0.0,0.1697674418604651,0.3333333333333333,0.0,0.3333333333333333,0.0,0.2857142857142857,0.6666666666666666,1.0,0.2727272727272727,1.0,0.6666666666666666,1.0,0.0,0.68,0.6666666666666666,0.25,0.0204545454545454,0.6666666666666666,1.0,1.0,0.0,0.0049751243781094,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0
